complex_id	complex_name	protein_id
DECOY_247-2	DECOY_RalBP1-CCNB1-AP2A-NUMB-EPN1 complex-2	O95999
DECOY_247-2	DECOY_RalBP1-CCNB1-AP2A-NUMB-EPN1 complex-2	Q15528
DECOY_247-2	DECOY_RalBP1-CCNB1-AP2A-NUMB-EPN1 complex-2	P62258
DECOY_2470	DECOY_p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	P15056
DECOY_2470	DECOY_p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	O60244
DECOY_2470	DECOY_p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	O95602
DECOY_2470	DECOY_p130Cas-ER-alpha-cSrc-kinase- PI3-kinase p85-subunit complex	P05556
DECOY_2471	DECOY_SRC-PRKCD-CDCP1 complex	Q92769
DECOY_2471	DECOY_SRC-PRKCD-CDCP1 complex	P35442
DECOY_2471	DECOY_SRC-PRKCD-CDCP1 complex	O95298
DECOY_2476	DECOY_CRKL-PDGFRA-CRK-RAPGEF1 complex	Q9H0E3
DECOY_2476	DECOY_CRKL-PDGFRA-CRK-RAPGEF1 complex	Q9NYJ7
DECOY_2476	DECOY_CRKL-PDGFRA-CRK-RAPGEF1 complex	Q13287
DECOY_2476	DECOY_CRKL-PDGFRA-CRK-RAPGEF1 complex	P25398
DECOY_248	DECOY_BRAFT complex	Q5QJE6
DECOY_248	DECOY_BRAFT complex	O95997
DECOY_248	DECOY_BRAFT complex	Q00978
DECOY_248	DECOY_BRAFT complex	Q99741
DECOY_248	DECOY_BRAFT complex	Q14181
DECOY_248	DECOY_BRAFT complex	Q14103
DECOY_248	DECOY_BRAFT complex	Q92574
DECOY_248	DECOY_BRAFT complex	Q13416
DECOY_248	DECOY_BRAFT complex	Q13616
DECOY_248	DECOY_BRAFT complex	P54132
DECOY_248	DECOY_BRAFT complex	Q14839
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	Q15796
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	O43513
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	P63027
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	Q9BT78
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	Q13451
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	O00487
DECOY_2480	DECOY_CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	P37275
DECOY_2486	DECOY_GIPC1-LHCGR complex	O14925
DECOY_2486	DECOY_GIPC1-LHCGR complex	Q93034
DECOY_2487	DECOY_GIPC1-NTRK1-RGS19 complex	Q10570
DECOY_2487	DECOY_GIPC1-NTRK1-RGS19 complex	P29460
DECOY_2487	DECOY_GIPC1-NTRK1-RGS19 complex	O14744
DECOY_2489	DECOY_NCR3-CD247 complex	Q6P2Q9
DECOY_2489	DECOY_NCR3-CD247 complex	Q13547
DECOY_251	DECOY_BCDX2 complex	Q96EB1
DECOY_251	DECOY_BCDX2 complex	Q8N684
DECOY_251	DECOY_BCDX2 complex	Q13797
DECOY_251	DECOY_BCDX2 complex	Q16594
DECOY_2510	DECOY_ZAP70-CRKL-WIPF1-WAS complex	Q15291
DECOY_2510	DECOY_ZAP70-CRKL-WIPF1-WAS complex	P09651
DECOY_2510	DECOY_ZAP70-CRKL-WIPF1-WAS complex	Q13111
DECOY_2510	DECOY_ZAP70-CRKL-WIPF1-WAS complex	Q9Y5S9
DECOY_2511	DECOY_CRKL-WIPF1-WAS complex	Q9UPV9
DECOY_2511	DECOY_CRKL-WIPF1-WAS complex	P49768
DECOY_2511	DECOY_CRKL-WIPF1-WAS complex	P51587
DECOY_2513	DECOY_N-WASp homomer	Q9UJX3
DECOY_252	DECOY_RAD51C-XRCC3 complex	P38398
DECOY_252	DECOY_RAD51C-XRCC3 complex	Q99728
DECOY_2528	DECOY_ERBB2-MEMO-SHC complex	Q12824
DECOY_2528	DECOY_ERBB2-MEMO-SHC complex	Q00403
DECOY_2528	DECOY_ERBB2-MEMO-SHC complex	Q64663
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	P19320
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	P50613
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	P25054
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	Q96ST3
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	P62987
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	Q96GD4
DECOY_2529	DECOY_LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	Q9Y297
DECOY_253	DECOY_RAD51C-XRCC3 complex	P62854
DECOY_253	DECOY_RAD51C-XRCC3 complex	Q04206
DECOY_2534	DECOY_Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated	Q92922
DECOY_2534	DECOY_Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated	Q96T60
DECOY_2534	DECOY_Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated	Q92613
DECOY_2535	DECOY_SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated	Q96J02
DECOY_2535	DECOY_SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated	Q9Y5B0
DECOY_2535	DECOY_SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated	Q07955
DECOY_2535	DECOY_SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated	Q9UNE7
DECOY_2536	DECOY_PLC-gamma-2-SLP-76-Lyn-Grb2 complex	O95983
DECOY_2536	DECOY_PLC-gamma-2-SLP-76-Lyn-Grb2 complex	Q16594
DECOY_2536	DECOY_PLC-gamma-2-SLP-76-Lyn-Grb2 complex	P40937
DECOY_2536	DECOY_PLC-gamma-2-SLP-76-Lyn-Grb2 complex	Q14164
DECOY_2537	DECOY_PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated	Q96I25
DECOY_2537	DECOY_PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated	Q4LE39
DECOY_2537	DECOY_PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated	Q15054
DECOY_254	DECOY_TBPIP/HOP2-MND1 complex	Q13596
DECOY_254	DECOY_TBPIP/HOP2-MND1 complex	Q8TAQ2
DECOY_2540	DECOY_BCR-ABL (p210 fusion protein)-GRB2 complex	P08514
DECOY_2540	DECOY_BCR-ABL (p210 fusion protein)-GRB2 complex	P18074
DECOY_2541	DECOY_HGF-Met complex	Q9BT78
DECOY_2541	DECOY_HGF-Met complex	Q9UIS9
DECOY_2542	DECOY_EGFR-CBL-GRB2 complex	P23229
DECOY_2542	DECOY_EGFR-CBL-GRB2 complex	P27540
DECOY_2542	DECOY_EGFR-CBL-GRB2 complex	Q15287
DECOY_2547	DECOY_PLC-gamma-1-SLP-76-SOS1-LAT complex	Q53HL2
DECOY_2547	DECOY_PLC-gamma-1-SLP-76-SOS1-LAT complex	P20700
DECOY_2547	DECOY_PLC-gamma-1-SLP-76-SOS1-LAT complex	O14980
DECOY_2547	DECOY_PLC-gamma-1-SLP-76-SOS1-LAT complex	P05556
DECOY_2551	DECOY_PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated	O96000
DECOY_2551	DECOY_PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated	Q9UL45
DECOY_2551	DECOY_PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated	Q7L2Z9
DECOY_2551	DECOY_PDGFRA-PLC-gamma-1-PI3K-SHP-2 complex, PDGF stimulated	P26358
DECOY_2559	DECOY_p56(LCK)-CAML complex	Q14839
DECOY_2559	DECOY_p56(LCK)-CAML complex	P50613
DECOY_256	DECOY_RAD51B-RAD51C complex	Q07021
DECOY_256	DECOY_RAD51B-RAD51C complex	Q14185
DECOY_2563	DECOY_FGFR2-c-Cbl-Lyn-Fyn complex	Q08999
DECOY_2563	DECOY_FGFR2-c-Cbl-Lyn-Fyn complex	P21810
DECOY_2563	DECOY_FGFR2-c-Cbl-Lyn-Fyn complex	Q13485
DECOY_2563	DECOY_FGFR2-c-Cbl-Lyn-Fyn complex	Q9Y2X0
DECOY_2564	DECOY_p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated	P52701
DECOY_2564	DECOY_p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated	O43676
DECOY_2564	DECOY_p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated	Q13123
DECOY_2564	DECOY_p21(ras)GAP-Fyn-Lyn-Yes complex, thrombin stimulated	Q9UQB3
DECOY_2565	DECOY_CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	Q06323
DECOY_2565	DECOY_CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	Q92769
DECOY_2565	DECOY_CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	P35221
DECOY_2565	DECOY_CD20-LCK-LYN-FYN-p75/80 complex, (Raji human B cell line)	P67809
DECOY_2572	DECOY_RAB5-EEA1 complex	Q9UIS9
DECOY_2572	DECOY_RAB5-EEA1 complex	Q9H9Y6
DECOY_2573	DECOY_Class C VPS/HOPS complex	P13861
DECOY_2573	DECOY_Class C VPS/HOPS complex	Q15369
DECOY_2573	DECOY_Class C VPS/HOPS complex	P62913
DECOY_2573	DECOY_Class C VPS/HOPS complex	P53803
DECOY_2573	DECOY_Class C VPS/HOPS complex	Q00987
DECOY_2573	DECOY_Class C VPS/HOPS complex	O43513
DECOY_2574	DECOY_CD19-Vav-PI 3-kinase (p85 subunit) complex	Q13683
DECOY_2574	DECOY_CD19-Vav-PI 3-kinase (p85 subunit) complex	Q9Y4A5
DECOY_2574	DECOY_CD19-Vav-PI 3-kinase (p85 subunit) complex	P06756
DECOY_2577	DECOY_Sam68-p85 P13K-IRS-1-IR signaling complex	Q04727
DECOY_2577	DECOY_Sam68-p85 P13K-IRS-1-IR signaling complex	O14964
DECOY_2577	DECOY_Sam68-p85 P13K-IRS-1-IR signaling complex	Q86U86
DECOY_2577	DECOY_Sam68-p85 P13K-IRS-1-IR signaling complex	Q99595
DECOY_2578	DECOY_Sam68-p120GAP complex	O75970
DECOY_2578	DECOY_Sam68-p120GAP complex	P50914
DECOY_2579	DECOY_Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)	Q68EM7
DECOY_2579	DECOY_Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)	P63208
DECOY_2579	DECOY_Chromosomal passenger complex CPC (INCENP, BIRC5, AURKB)	P40938
DECOY_258	DECOY_BCDX2 complex	Q92922
DECOY_258	DECOY_BCDX2 complex	P11215
DECOY_258	DECOY_BCDX2 complex	Q86W42
DECOY_258	DECOY_BCDX2 complex	P20226
DECOY_2580	DECOY_Survivin homodimer complex	P61218
DECOY_2581-1	DECOY_RasGAP-AURKA/AURKB-survivin complex-1	Q02241
DECOY_2581-1	DECOY_RasGAP-AURKA/AURKB-survivin complex-1	P00533
DECOY_2581-1	DECOY_RasGAP-AURKA/AURKB-survivin complex-1	Q16795
DECOY_2581-2	DECOY_RasGAP-AURKA/AURKB-survivin complex-2	Q99708
DECOY_2581-2	DECOY_RasGAP-AURKA/AURKB-survivin complex-2	Q9NRL2
DECOY_2581-2	DECOY_RasGAP-AURKA/AURKB-survivin complex-2	Q9Y4A5
DECOY_2582	DECOY_Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)	Q9H2H8
DECOY_2582	DECOY_Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)	Q9Y3E7
DECOY_2582	DECOY_Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)	P07550
DECOY_2589	DECOY_PGC-1-SRp40-SRp55-SRp75 complex	Q9UL45
DECOY_2589	DECOY_PGC-1-SRp40-SRp55-SRp75 complex	Q92769
DECOY_2589	DECOY_PGC-1-SRp40-SRp55-SRp75 complex	O75251
DECOY_2589	DECOY_PGC-1-SRp40-SRp55-SRp75 complex	Q15836
DECOY_259	DECOY_RAD51C-XRCC3 complex	O96019
DECOY_259	DECOY_RAD51C-XRCC3 complex	P49336
DECOY_2590	DECOY_FOXO1-FHL2-SIRT1 complex	Q969G3
DECOY_2590	DECOY_FOXO1-FHL2-SIRT1 complex	Q15370
DECOY_2590	DECOY_FOXO1-FHL2-SIRT1 complex	P06213
DECOY_2592	DECOY_SIRT1 homotrimer complex	Q9Y2W1
DECOY_2593	DECOY_FOXO3-SIRT1 complex, oxidative stress stimulated	P06756
DECOY_2593	DECOY_FOXO3-SIRT1 complex, oxidative stress stimulated	Q14839
DECOY_2598	DECOY_NELF complex (Negative elongation factor complex)	Q15428
DECOY_2598	DECOY_NELF complex (Negative elongation factor complex)	Q15007
DECOY_2598	DECOY_NELF complex (Negative elongation factor complex)	Q8TAQ2
DECOY_2598	DECOY_NELF complex (Negative elongation factor complex)	Q16637
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	Q8WYB5
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	P05106
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	Q9H9Q2
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	P60880
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	P62877
DECOY_2599	DECOY_POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex	P62314
DECOY_260	DECOY_RAD51B-RAD51C complex	Q07666
DECOY_260	DECOY_RAD51B-RAD51C complex	P12956
DECOY_2600	DECOY_BRD4 complex	Q13371
DECOY_2600	DECOY_BRD4 complex	P17987
DECOY_2600	DECOY_BRD4 complex	Q9UIW2
DECOY_2600	DECOY_BRD4 complex	P61160
DECOY_2600	DECOY_BRD4 complex	Q96QT4
DECOY_2600	DECOY_BRD4 complex	P54274
DECOY_2600	DECOY_BRD4 complex	P46779
DECOY_2600	DECOY_BRD4 complex	P60033
DECOY_2601	DECOY_P-TEFb-BRD4-TRAP220 complex	Q15596
DECOY_2601	DECOY_P-TEFb-BRD4-TRAP220 complex	P35250
DECOY_2601	DECOY_P-TEFb-BRD4-TRAP220 complex	O14818
DECOY_2601	DECOY_P-TEFb-BRD4-TRAP220 complex	Q02878
DECOY_2602	DECOY_P-TEFb-7SKRNA-HEXIM1 complex	P12004
DECOY_2602	DECOY_P-TEFb-7SKRNA-HEXIM1 complex	Q86U86
DECOY_2602	DECOY_P-TEFb-7SKRNA-HEXIM1 complex	Q09028
DECOY_2603	DECOY_Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)	P04049
DECOY_2603	DECOY_Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)	Q02878
DECOY_2603	DECOY_Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)	Q8TAQ2
DECOY_2604	DECOY_P-TEFb-SKP2 complex	Q96L91
DECOY_2604	DECOY_P-TEFb-SKP2 complex	Q09472
DECOY_2604	DECOY_P-TEFb-SKP2 complex	P14678
DECOY_2605	DECOY_Heterotrimeric complex (CCNT1, CDK9, GRN)	P19174
DECOY_2605	DECOY_Heterotrimeric complex (CCNT1, CDK9, GRN)	Q9H840
DECOY_2605	DECOY_Heterotrimeric complex (CCNT1, CDK9, GRN)	Q15370
DECOY_261	DECOY_RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	P22681
DECOY_261	DECOY_RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	O75478
DECOY_261	DECOY_RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	P06241
DECOY_261	DECOY_RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	Q8WW43
DECOY_261	DECOY_RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	P27695
DECOY_262	DECOY_RAD51L3-XRCC2 complex	O15111
DECOY_262	DECOY_RAD51L3-XRCC2 complex	P01111
DECOY_2625	DECOY_CDK8-MED6-PARP1 complex	P35637
DECOY_2625	DECOY_CDK8-MED6-PARP1 complex	Q16531
DECOY_2625	DECOY_CDK8-MED6-PARP1 complex	P13612
DECOY_2626	DECOY_CCNC-CDK8-MED1-MED6-MED7 xcomplex	P57678
DECOY_2626	DECOY_CCNC-CDK8-MED1-MED6-MED7 xcomplex	P35568
DECOY_2626	DECOY_CCNC-CDK8-MED1-MED6-MED7 xcomplex	P56282
DECOY_2626	DECOY_CCNC-CDK8-MED1-MED6-MED7 xcomplex	Q00839
DECOY_2626	DECOY_CCNC-CDK8-MED1-MED6-MED7 xcomplex	P15036
DECOY_2628	DECOY_CCNC-CDK3 complex	P46782
DECOY_2628	DECOY_CCNC-CDK3 complex	P27695
DECOY_263	DECOY_R/M complex (RAD50-MRE11 complex)	Q99996
DECOY_263	DECOY_R/M complex (RAD50-MRE11 complex)	P49736
DECOY_2635	DECOY_BETA2-Cyclin D1 complex	Q14683
DECOY_2635	DECOY_BETA2-Cyclin D1 complex	O43920
DECOY_2638	DECOY_HES1 promoter corepressor complex	O94776
DECOY_2638	DECOY_HES1 promoter corepressor complex	Q13158
DECOY_2638	DECOY_HES1 promoter corepressor complex	Q96ST3
DECOY_2638	DECOY_HES1 promoter corepressor complex	Q9HCK5
DECOY_2638	DECOY_HES1 promoter corepressor complex	Q03135
DECOY_2638	DECOY_HES1 promoter corepressor complex	P61927
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	P42771
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	O00267
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	P04637
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q01094
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	P62760
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q14919
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q9BT78
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q15544
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	P11940
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q96GM5
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q13084
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	P18074
DECOY_2639	DECOY_HES1 promoter-Notch enhancer complex	Q96ST3
DECOY_264	DECOY_R/M complex (RAD50-MRE11 complex)	Q12789
DECOY_264	DECOY_R/M complex (RAD50-MRE11 complex)	Q86XR7
DECOY_2641-1	DECOY_p300/CBP-PCAF-MyoD complex-1	Q05397
DECOY_2641-1	DECOY_p300/CBP-PCAF-MyoD complex-1	Q9Y2Q9
DECOY_2641-1	DECOY_p300/CBP-PCAF-MyoD complex-1	Q9Y230
DECOY_2641-2	DECOY_p300/CBP-PCAF-MyoD complex-2	Q99801
DECOY_2641-2	DECOY_p300/CBP-PCAF-MyoD complex-2	P49336
DECOY_2641-2	DECOY_p300/CBP-PCAF-MyoD complex-2	Q9HCS7
DECOY_2642	DECOY_SMAD1-P300 complex	Q9Y5Q8
DECOY_2642	DECOY_SMAD1-P300 complex	O43542
DECOY_2649	DECOY_MYC-DNMT3A-ZBTB17 complex	P35579
DECOY_2649	DECOY_MYC-DNMT3A-ZBTB17 complex	O43143
DECOY_2649	DECOY_MYC-DNMT3A-ZBTB17 complex	P61964
DECOY_265	DECOY_ATR-ATRIP complex	Q92922
DECOY_265	DECOY_ATR-ATRIP complex	P11047
DECOY_2650	DECOY_DNMT3B-DNMT3L complex	P46531
DECOY_2650	DECOY_DNMT3B-DNMT3L complex	P17301
DECOY_2651	"DECOY_DNMT3L-DNMT3A	complex"	Q9UG63
DECOY_2651	"DECOY_DNMT3L-DNMT3A	complex"	Q13618
DECOY_2653	DECOY_MYC-MAX-BLOC1S1 complex	P62841
DECOY_2653	DECOY_MYC-MAX-BLOC1S1 complex	O14893
DECOY_2653	DECOY_MYC-MAX-BLOC1S1 complex	Q99728
DECOY_2655	DECOY_MYC-MAX complex	Q99459
DECOY_2655	DECOY_MYC-MAX complex	Q9H4B7
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P51532
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	Q9P0J0
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P62318
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P14678
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	P99999
DECOY_2657	DECOY_ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex	Q09028
DECOY_266	DECOY_RAD17-RFC complex	O75394
DECOY_266	DECOY_RAD17-RFC complex	O95347
DECOY_266	DECOY_RAD17-RFC complex	P61964
DECOY_266	DECOY_RAD17-RFC complex	Q96GM5
DECOY_266	DECOY_RAD17-RFC complex	Q6STE5
DECOY_2660	DECOY_ERCC2/CAK complex	Q9P013
DECOY_2660	DECOY_ERCC2/CAK complex	Q15648
DECOY_2660	DECOY_ERCC2/CAK complex	P05556
DECOY_2660	DECOY_ERCC2/CAK complex	Q09028
DECOY_267	DECOY_Checkpoint 9-1-1 complex	Q6UW60
DECOY_267	DECOY_Checkpoint 9-1-1 complex	Q9UKL0
DECOY_267	DECOY_Checkpoint 9-1-1 complex	Q96KG9
DECOY_2670	DECOY_Er-alpha-p53-hdm2 complex	P08648
DECOY_2670	DECOY_Er-alpha-p53-hdm2 complex	O15294
DECOY_2670	DECOY_Er-alpha-p53-hdm2 complex	Q9UDY8
DECOY_2678	DECOY_FOXO3-TP53 complex, oxidative stress stimulated	Q99801
DECOY_2678	DECOY_FOXO3-TP53 complex, oxidative stress stimulated	Q8WXK4
DECOY_2679	DECOY_p53-SP1 complex	Q96BI3
DECOY_2679	DECOY_p53-SP1 complex	Q15369
DECOY_268	DECOY_Checkpoint Rad complex	Q12962
DECOY_268	DECOY_Checkpoint Rad complex	Q99801
DECOY_268	DECOY_Checkpoint Rad complex	Q5U623
DECOY_268	DECOY_Checkpoint Rad complex	Q02952
DECOY_268	DECOY_Checkpoint Rad complex	P24928
DECOY_268	DECOY_Checkpoint Rad complex	Q9NUX5
DECOY_268	DECOY_Checkpoint Rad complex	P42345
DECOY_268	DECOY_Checkpoint Rad complex	Q96G25
DECOY_2681	DECOY_p53 homotetramer complex	P62979
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	O14867
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q9H2X6
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	O00206
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q8WV66
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q13888
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	P40337
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q92878
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q02878
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q9Y5S9
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q86VP6
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	O15234
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	P13612
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q00534
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	P05556
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q15369
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	Q9HBI1
DECOY_2685	DECOY_RNA polymerase II (RNAPII)	P15056
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	Q8TAQ2
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P62316
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P51809
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	O96019
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	Q15370
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P35269
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	Q9UQ84
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P26718
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	O43660
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P46199
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	Q13797
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P11387
DECOY_2686	DECOY_BRCA1-core RNA polymerase II complex	P20226
DECOY_2688	DECOY_MT1-MMP-claudin-1 complex	Q04864
DECOY_2688	DECOY_MT1-MMP-claudin-1 complex	P28340
DECOY_2692	DECOY_SMAD3-SMAD4-cJun-cFos complex	P63208
DECOY_2692	DECOY_SMAD3-SMAD4-cJun-cFos complex	P26006
DECOY_2692	DECOY_SMAD3-SMAD4-cJun-cFos complex	Q08722
DECOY_2692	DECOY_SMAD3-SMAD4-cJun-cFos complex	Q16594
DECOY_2693	DECOY_NFAT-JUN-FOS DNA-protein complex	Q96ST3
DECOY_2693	DECOY_NFAT-JUN-FOS DNA-protein complex	Q8IYB3
DECOY_2693	DECOY_NFAT-JUN-FOS DNA-protein complex	Q07812
DECOY_2694	DECOY_ERG-JUN-FOS DNA-protein complex	P22087
DECOY_2694	DECOY_ERG-JUN-FOS DNA-protein complex	Q96CJ1
DECOY_2694	DECOY_ERG-JUN-FOS DNA-protein complex	P05556
DECOY_2695	DECOY_ETS2-FOS-JUN complex	Q13547
DECOY_2695	DECOY_ETS2-FOS-JUN complex	O14497
DECOY_2695	DECOY_ETS2-FOS-JUN complex	Q9Y605
DECOY_2699	DECOY_ER-alpha-GRIP1-c-Jun complex	P84022
DECOY_2699	DECOY_ER-alpha-GRIP1-c-Jun complex	P16402
DECOY_2699	DECOY_ER-alpha-GRIP1-c-Jun complex	P06239
DECOY_27	DECOY_Arp2/3 protein complex	Q92878
DECOY_27	DECOY_Arp2/3 protein complex	P06756
DECOY_27	DECOY_Arp2/3 protein complex	Q13547
DECOY_27	DECOY_Arp2/3 protein complex	Q96H22
DECOY_27	DECOY_Arp2/3 protein complex	P11142
DECOY_27	DECOY_Arp2/3 protein complex	P29992
DECOY_27	DECOY_Arp2/3 protein complex	Q99728
DECOY_270	DECOY_RAD17-RFC complex	Q99728
DECOY_270	DECOY_RAD17-RFC complex	Q04724
DECOY_270	DECOY_RAD17-RFC complex	Q01094
DECOY_270	DECOY_RAD17-RFC complex	O75528
DECOY_270	DECOY_RAD17-RFC complex	Q969G3
DECOY_2700	DECOY_ER-alpha-c-Jun complex	Q9UHI6
DECOY_2700	DECOY_ER-alpha-c-Jun complex	Q04206
DECOY_2704	DECOY_Ectodermin-SMAD4 complex	O75446
DECOY_2704	DECOY_Ectodermin-SMAD4 complex	Q68CP9
